Comment Date,Comment,Published To
12/30/2016,Liked having the room for our group.,None
12/30/2016,Relaxed and friendly.,None
12/30/2016,"Service is always top notch. Food is very good, and my family and friends have always had a great experience.",None
12/30/2016,"As always, love the service that we receive from Heather.  She is the best!",None
12/30/2016,"A few more french fries on the fish and chips

Individually wrapped tooth picks at the hostess desk versus non at all...",None
12/29/2016,"The entrees were hot, delicious, and came out in a timely manner. They were out of the soft pretzels the kids really wanted, but settled for the spinach dip. The dip was good, but chips seemed to be a little over cooked. The brownie sundae took a bit longer to come out than we had hoped. Just as we were ready to ask for the brownie to go, it came out. The kids dug into it, and were happy once again. We have been coming for years and enjoy being there. The kids call it ""the underground restaurant "".",None
12/29/2016,Service was prompt and friendly,None
12/29/2016,"We always enjoy our visits - great food, great service, friendly staff.  Love the selection of beers, including the variety of happy hour choices.  Every food we have tried has been delicious.  We especially love and recommend your fish and chips!",None
12/28/2016,I always love McGuires. Always excellent !!,None
12/23/2016,"Burgers were perfect and cooked exactly as we asked! Donut burger is always so good! Service was outstanding, as always! Thank you!",None
12/23/2016,Always waited on with a smile. Service is always great.,None
12/23/2016,"You were very busy and we had a long wait for the food.  We had a child's slider meal and the burgers were burned and dry.  I had the sautéed salmon and it did not taste very good - looked good on the plate, but is too was over cooked.  We had (20) wings and they were very good.  My wife always likes the pork dinner.
Hopefully, the cook won't be overwhelmed the next time and overcook the food.
Dave Gordon",None
12/22/2016,Have always had a great experience.  Cannot really think of any improvement needed.,None
12/22/2016,n/a,None
12/22/2016,The service and the food were not the greatest last night.. plus they ran out of wings..,None
12/19/2016,We ordered the pudding bread but got banana bread ala mode - it was great!,None
12/18/2016,Best corn beef around.,None
12/14/2016,We love coming to trivia every week! Heather makes such a difference when we go. She is on the ball and makes sure she is always taking care of everything we need!,None
12/14/2016,No waiting. Got the table we wanted. Food was excellent!,None
12/13/2016,"Bread pudding was dry. The ""special"" Sloppy Joe nachos came out like CHEAP bar food. The flavor was good. The rest left A Lot to be desired. Grits cost nothing yet the portion size was that of a child's plate. Tonight was a true disappointment!!!",None
12/13/2016,Our waiter was awesome.  He made some great recommendations.  The food was amazing as well.,None
12/12/2016,Stephanie was a wonderful waitress and very attentive.,None
12/09/2016,The salmon is the best dish you have.,None
12/08/2016,"As always, the staff is friendly and attentive. 
There is a problem with fly's, large and small.",None
12/07/2016,"We did not realize that Tuesday's was ""kids eat free"".  We asked to be seated as far away from the kids, not that we do not love kids, my husband has a hearing aid and the noise from anyone really is hard on him.  He is 89.  We were there celebrating our 52nd Wedding Anniversary.  The staff moved us to the bar section, where there wasn't any kids.  We enjoyed our evening, and of course, we will come back again and again.  But, never on a Tuesday.",None
12/05/2016,We love this place! Keep it up!,None
12/05/2016,"It was really busy for the ""Christmas Tree Lighting"" and the service was great!  The food tasted great as always. We met the new manager; Jody. She is really nice and came back to check on us.

The beer specials were great. Have those more often along with other drink/cocktail specials.",None
12/03/2016,Great food and location.  Need more napkins without asking.,None
12/02/2016,The food is great & service is right on time.,None
12/01/2016,Food and service was great as usual. We really enjoy our visits. It's a place you can call a nice neighborhood pub. Everyone is always so friendly and you never have to wait for a wait staff person to come to you and ask what they can do for you. Suggestions are given when ask and I trust what they say. We take all out of town guest here and they all love it and want to go back the next time in town.,None
11/28/2016,Food and service both excellent. No improvements needed!,None
11/28/2016,"I appreciate the relaxed, casual atmosphere, good food, friendly staff, as well as the broad beer and liquor selection.",None
11/27/2016,Perhaps more wait staff but it was 3:00 in the afternoon. Hard to monitor what customers will be there at this time. Food and our waitress were fine.,None
11/22/2016,Nothing specific,None
11/21/2016,The atmosphere and food was great. Also like the drink choices and variety.,None
11/21/2016,Service is always great....best fish & chips around this area!,None
11/20/2016,"Jean met us at the door and was very welcoming, Zach gave us superb service at the bar...Hotitaki wings crispie as we requested.  The Butternut squash soup last week was to die for.  Have mentioned to my weight watcher friends the happyhour at the Grille...also Believe Jerry's golf Christmas party there next month.  Still wish you had more variety of light bar food.",None
11/20/2016,"We had a late lunch with my daughter and son in law, whom are hard to please.  We had good service and good food, they were complimentary and enjoyed the meal.  My wife and I are regulars and doing our best to spread the word.",None
11/20/2016,Service was fast and friendly . Lamb shank was delicious .,None
11/19/2016,We have been there many times.  We had burgers for the first time.  They were not that good.  Plus we ordered medium well and they were both undercooked.  The spinach dip was good.  The service was good as usual.,None
11/17/2016,Go every week for trivia Tues,None
11/16/2016,"We love the food (burgers!), and the service was excellent.  Great atmosphere on a Friday night as well.",None
11/16/2016,As you can see above everything was wonderful.  The atmosphere is a warm fuzzy.,None
11/14/2016,"Came with old friends. Happy they could accommodate a group of eight without waiting. Loved having beer flights for trying local breweries. Wouldn't have known that though if my friend hadn't asked. Maybe suggest/promote flights on the beer menu somehow? Food was excellent, very happy we chose to come here on a Sunday afternoon. Guys were happy they could see the game while in an upscale setting.",None
11/14/2016,"Great atmosphere, friendly wait staff, good food, owner loves animals! I would recommend offering sliced almonds for the super foods salad instead (or as a substitute) for the fried wanton noodles. Also, Newk's has a yummy raspberry vinaigrette in case you would like to check it out.  Otherwise, it is all good stuff at Crosstown Grill!",None
11/13/2016,"Quality and taste of food was excellent.

Very noisy with young kids & teenagers.  Most were with families that should expect kids to behave & use ""inside voices.""",None
11/13/2016,"very friendly staff and food portions at affordable prices.
I would like to see shepherd's pie on the menu.",None
11/13/2016,"Our server Blake was fantastic, other staff were attentive and friendly as well. The food was very good as usual. We really like the wide selection of deliciously seasoned vegetables. Ordered the Mahi for the first time. It was generous portion, perfectly cooked! Selected the Bourbon Glaze for the Mahi which was delicious.",None
11/13/2016,Please get Rob a battery,None
11/13/2016,Everything was great. The only thing was when I got my burger I had asked for it to be medium and it came back almost medium rare. It was fine for me to eat but I just wanted to let y'all know.,None
11/13/2016,"We appreciate Maguires our local ""go to"" spot any day of the week. Keep up the great work!  The Feltmans",None
11/12/2016,NY strip tasted frozen then flash cooked,None
11/12/2016,The meatloaf was delicious!!,None
11/12/2016,Consistency of the food,None
11/12/2016,"As usual, everything was great.",None
11/11/2016,I like no cell service and I wouldn't change a thing!,None
11/11/2016,We enjoy the bar staff and the atmosphere in the bar area.,None
11/10/2016,Justin provides exceptional service and Sean always comes by to say hello!,None
11/09/2016,Bar Tender friendly but not as attentive as could have been.,None
11/07/2016,"As always, the good was good. This visit almost didn't happen though. When we arrived no one was near the front desk and it was several minutes before anyone noticed us. Three employees were in the side dining room working on something and never looked up. The bartender was busy talking to a couple at the bar. No servers or host in view. If we had not been here before and didn't know how good the good is, we would have left and not continued to wait.",None
11/07/2016,Great service great food,None
11/07/2016,Everything was very nice and the food was delicious.  Our only complaint was that the restaurant was very very cold.,None
11/07/2016,Food was very good as always.  Would like to see some new items on the menu.,None
11/06/2016,Farron was our server and she was great as usual. Food is great. Don't change a thing.,None
11/06/2016,"Service was great, and salad was good.",None
11/06/2016,Great fish and chips.  Great Margeritas.,None
11/06/2016,"The bar tenders are friendly, and the managers always recognize us and greet us. The Southside Grill is a great neighborhood restaurant, and I wish it continued success.",None
11/05/2016,I can always count on good service and good food at Crosstown Grille. Sean was helpful to our friend who had a problem with his rewards card.,None
11/05/2016,"Our waiter was superior. He was prompt, courteous, checked back at appropriate times and made suggestions.",None
11/04/2016,"Another outstanding meal.  We always bring friends and family to McQuire's because of your outstanding meals, service and the environment.",None
11/03/2016,"We had someone from out of town visiting and choose your restaurant to take her out for dinner.  We were very satisfied with everything,(unlike the visit to the one in Peachtree City).  We like the good feeling we get at Maguier's and will continue to dine there.",None
11/03/2016,We always enjoy Crosstown's atmosphere and friendly staff.  It is a pleasure to relax and enjoy the company of those we are with and meet there.,None
11/03/2016,"Always great food, great service and a great time when visiting!",None
11/02/2016,Friendly atmosphere with good food.,None
11/01/2016,Great food and service,None
11/01/2016,"The food was awesome, service was great!",None
10/31/2016,Good food at a good price,None
10/30/2016,"All the staff was friendly and courteous.
All 7 of us enjoyed the food.",None
10/30/2016,"First time we had to wait an HOUR for our food!  Our past dining experiences were great except for last night..  The dining room was not even busy (2 tables occupied) when we got there.  It started to get busy and about 30 minutes after ordering we were told there was a ""glitch"" in the computer system and the kitchen lost our order.  The mgr. said he would ""Expedite"" our order at that time. we ordered 2 more drinks, watched 2 tables served (that came in after us) and still no food.  At that point I had lost my appetite so an hour into our visit the food arrived.  Needless to say, I did not touch my food and asked for a box for it to go.  My family ate their dinner but overall none of us were happy with our experience last night.  When told that our order was ""EXPEDITED"", we expected that... especially knowing that all it was were 2 fish and chips and  chicken strips  and fries!!!  Deep fryer food!!!  Not even a discount on our bill was offered for the inconvenience.  Sure, I will come back someday, not sure for dining but probably just for drinks.",None
10/30/2016,"I would like to see a better selection of white wine. Food is great, our server was great.",None
10/30/2016,Wings were super good and super hot!!  Staff was friendly and attentive.,None
10/29/2016,Food was awesome!,None
10/29/2016,Server was outstanding - need beer specials and better selection of bar food (i.e mini philly cheese steak on mini croissant bread).,None
10/28/2016,Everything was great and what made it even better was 10% going to Fix-A-Bull.  Thank you Wendy!!,None
10/27/2016,"I have never had a bad experience, and I certainly don't expect anything less than excellent service in the future!!",None
10/27/2016,I had a wonderful lunch yesterday. It taste even better by receiving great service from Patrick.,None
10/27/2016,We always enjoy dining at Macguires.,None
10/27/2016,Disappointed that there were no specials yesterday.,None
10/27/2016,Bar Tender was swamped and this slowed service - she was personable and professional but with a full bar and a full restaurant she needed help,None
10/26/2016,"All of our food was delicious andservice was outstanding. My only complaint would be that there was no soda bread for my uncles Irish stew. He was visiting from out of town so I was excited for him to try this, but felt he really missed out on the ""full experience"" of your stew and soda bread. The waitress told us it was in the oven but would be a hour or more before it would be ready.",None
10/26/2016,We really like the atmosphere and always have friendly and helpful servers.,None
10/25/2016,Private dining experience great selection of wine,None
10/25/2016,I love the menu and would like to know what the weekly/daily specials are.,None
10/24/2016,"Customer service is always excellent. I tried the Irish chicken for the first time and it was fantastic, I would highly recommend that entree.",None
10/22/2016,The staff is very friendly especially Shawn the manager. Took awhile to get our food.,None
10/21/2016,The food is always great!  I would like to see wifi for customers.,None
10/21/2016,Great French Onion Soup!,None
10/21/2016,Friendly staff.,None
10/19/2016,"The wait staff was friendly, knowledgeable, and totally on the ball  offering helpful suggestions as we had never eaten there before.",None
10/17/2016,The food was very tasty and the service was great!,None
10/17/2016,We always love stopping in and eating but really love the beers on tap.,None
10/17/2016,We always mention Maguires when we share where we live. Don't forget to go to Maguires--you'll love it. And thanks for showing the sports on the weekends. We appreciate all of you. Go Maguires. The Feltmans in Senoia,None
10/17/2016,We stopped by for an appetizer and a beer.  Food and service were excellent as always.,None
10/16/2016,I love the Monte Cristo sandwich and its raspberry sauce.  It is hard to find at most restaurants.  You do it well!  Just delicious.  The staff is great and love the atmosphere.  Highly recommend your restaurant to my friends.,None
10/14/2016,It is always pretty good!,None
10/14/2016,Great service.. Great food!,None
10/14/2016,"Our waitress was outstanding.  I had 2 business guests, we all got different items and everything was amazing.  Your burgers can't be beat!!!",None
10/13/2016,Great place....friendly,None
10/13/2016,The ribeye was excellent,None
10/12/2016,Food was very hot which is how I like it.,None
10/12/2016,I make a monthly visit to the Crosstown Grille and have recommended several friends and colleagues,None
10/11/2016,"The service provided by the waitress was awesome, the overall rating of ""Fair"" is the result of the very poor service that was dished out by the host/Maitre D. We arrived around 7:00 PM to a quiet, approximately 40-50% capacity dining room, the bar area was marginally occupied.
The host confirmed our party had 3 adults and we were immediately told ""It will be 10-15 minutes"". When I asked why the wait, she acted as if we were interrupting her day and said ""we actually have a party of 15 coming and you will have to wait"". With several booths and tables vacant my family and I felt we were not important enough for her to at least invite us to the bar for drinks or at least admit ""We don't have our act together and cannot seat more than 50% of the capacity of our restaurant on Mondays"". Whether the kitchen staff, the wait staff, the runners, or bar staff were understaffed, communicating that to us and actually serving us would have gone a long way. When we finally got seated I asked the host to ask the manager over. She either ignored that request (fear that the manager would find out what a crappy attitude she had) or the manager didn't give a poop enough to come over.  The waitress saved the day and was awesome. I explained to her the way we were treated, she did explain this to the manager and he did come over. We had a free round of drinks that I would have gladly paid for (probably $20 of lost revenue), and of course the food was top notch. If I were a first time visitor, that would have been my last time. I have probably been to the pub and CrossTown Grille dozens of times and will come back and expect that this was an isolated poor hiring decision. I certainly believe that proper training is key and if she was properly trained, she may best be suited for a job ""in back"". 
Respectfully submitted. Ron Rakestraw",None
10/11/2016,wasn't to busy,None
10/11/2016,Time to receive food was lengthy,None
10/11/2016,Server was amazing!!,None
10/10/2016,great atmosphere!,None
10/09/2016,"We've been coming to your restaurant since it opened, the service is getting better and better:)

The food however is still very hit and miss:/  I cannot speak for everyone, but, I think people would be more likely to return and return more often if they knew they could count on a good meal.  The last time I got the fish and chips they were so greasy I couldn't eat it (not could my husband eat his) and we both had stomach aches before we left.",None
10/09/2016,Food is always fabulous--today it was exceptionally outstanding!!!  I can't think of a thing today that could have been improved upon!  Service is always excellent and servers are always professional and cheerful!,None
10/09/2016,"Beer was cold & Food was good, server mixed up our order but did take care of us for his mistake.",None
10/09/2016,"Food was just average,",None
10/09/2016,Wi-if reception.,None
10/09/2016,Staff was very friendly and efficient.  Our waitress was attentive and charming. The food was excellent. We had a most enjoyable meal last evening!,None
10/09/2016,Attentiveness of the staff was excellent. Friendliness was less we have experienced in the past at Maguires.,None
10/08/2016,Great food and love the atmosphere. We enjoy the pot roast and unfortunately removed from menu and second choice burger with brisket was just burger. These are both favorites we have a hard time getting as they often seem to have run out when we've been there. Obviously they must be great to a lot of people!,None
10/08/2016,"Waitress was a bit to over bearing but the rest of visit was great. She needed to let us enjoy our dinner , with fewer interruptions.",None
10/08/2016,Nice server. Yummy food. Good value and atmosphere!,None
10/07/2016,Server was awesome! He was attentive and kind. It was a great experience!,None
10/07/2016,"Food was generally good but appetizers and bread were cold.
Service was very good.",None
10/06/2016,Food was excellent. I would really like to see the cream of spinach side item back. Service is always top notch.,None
10/06/2016,"We love the personal service that we always receive at the Grille, wish the menu would be more extensive however.",None
10/05/2016,"I didn't feel like our waitress was as attentive as your wait staff normally is.  We still had a great experience....food was delicious!  Love the environment, especially out on the patio!!!",None
10/05/2016,"We love the pub!  You don't need to change a thing or improve anything. It is perfect and is our favorite restaurant.

Thank You1",None
10/05/2016,It is always very cold.,None
10/05/2016,Always hits the spot.,None
10/05/2016,"Very friendly staff, attentive service and great management",None
10/04/2016,"We always have great food, great wait staff, and a nice quite dinner.  So many restaurants are so loud that you can't carry on a conversation.  At Crosstown, we never have that problem.",None
10/04/2016,"LIKES::  FRIENDLINESS OF STAFF AND GREAT SERVICE.  BARTENDERS AND SERVERS REMEMBER YOU WHEN YOU RETURN. 

DISLIKES::  NONE.",None
10/04/2016,Trivia night a lot of fun!,None
10/04/2016,"This has become ""our place"". The food is always good and the service is even better. Wouldn't change a thing!",None
10/04/2016,The atmosphere is great!!!  More drink specials,None
10/04/2016,"Great food,wait staff & a really great Mgr. Mr. Cashman",None
10/04/2016,Your mango habanero wings are to die for. This last time that we had them they seemed even meatier which is a good thing! Everything we've had in your restaurant has been wonderful.,None
10/04/2016,I love your appetizers. Steak could use more flavor and trivia is way too loud.,None
10/04/2016,"The food was not quite as good this time as it had been on previous visits. It was still good, not ""as good"".",None
10/04/2016,"The food, burger was delicious!!  Your staff is very welcoming.",None
10/04/2016,My regular bar tender was off that day. Pay her overtime and let her work more often.,None
10/03/2016,Good beer,None
10/03/2016,I like the atmosphere and the fact that yo/u take reservations.,None
10/03/2016,The food was great,None
10/03/2016,"Excellent food, excellent service, excellent atmosphere!",None
10/03/2016,"Food is always prepared to perfection, chef is excellent. Love the happy hour for beer. Ambience is good and servers are really cool. My favorite place by far.",None
10/03/2016,Love the food and customer service.,None
10/03/2016,Food was great!!!,None
10/03/2016,"We absolutely love Heather, our server.  She is the best!  She is so attentive to every need, even when we have a large group.",None
10/03/2016,Jeanette was attentive and the food was great.  Looking forward to our next visit.,None
10/03/2016,We miss Alan at the bar. No one is a courteous or competent as him...yet.,None
10/02/2016,"As always, the food is great.  The product seems to be consistently good every time we come in.  The service is par, the only thing that could be improved is I have noticed that at times it can take more than a few minutes to get a server.  Other than that, keep doing what you are doing!",None
10/02/2016,Heather is an awesome waitress,None
10/02/2016,"Service was amazing, just like always!",None
10/01/2016,Good service and good food...,None
10/01/2016,"Our waitress was the best we've ever had at the pub.  She was prompt, pleasant, listened attentively and made suggestions.  Unlike the last waitress who forgot to bring the pretzels and then said they no longer brought them to the table our waitress brought them immediately.  She checked back two or three times.  She made our dinning experience very pleasant.  Michelle is an outstanding waitress.",None
09/30/2016,Service (Dwayne and Patrick) and food was awesome!!!,None
09/28/2016,Brought family from Florida in and they loved the food and the great service. This is our favorite eatery in Senoia. Thanks for everything you do.,None
09/28/2016,The blue cheese dressing was wonderful!,None
09/28/2016,The waitres was very courteous and accommodating,None
09/28/2016,"As all visits, good service & great food. We are repeat customers by choice.",None
09/25/2016,Great dining experience as always,None
09/24/2016,We liked everything. Our server was great.,None
09/24/2016,The service and staff is always excellent. Best restaurant in Senoia and the best reubens I have ever ate!!,None
09/23/2016,Overall very good experience,None
09/22/2016,The waiter was very friendly and great service.  Restaurant very clean and food was so good !!,None
09/21/2016,Overall a great place to eat.  The only issue is with the salmon  it comes out raw in the middle every time.  My wife has just sopped ordering it.,None
09/19/2016,"We ordered the soft pretzel appetizer and the pretzels were over done, they were not soft because they were over cooked. 3 out of 4 burgers were excellent, the 4th was over cooked-but still good.",None
09/18/2016,"Everthing was fantastic,  as always!",None
09/18/2016,Food was excellent!!!,None
09/17/2016,"Heather is probably the best waitress ever.  Would like to see more specials every week, though.",None
09/15/2016,"Overall very good.  Wait staff has improved.  Food is always pretty good.  Price is okay, not great, but slightly high in my opinion.  Would be nice is WiFi was offered again since cellular reception is poor to non existent",None
09/15/2016,"The staff is outstanding. The food, however,  is extremely inconsistent. You can order the same thing on multiple visits, and it will be different each time.",None
09/14/2016,"Great atmosphere. Drink service was a little slow. Check was brought before asking if we were done. Otherwise, not disappointed, as usual.",None
09/11/2016,"SERVICE STAFF IS ALWAYS SMILING, FRIENDLY, AND ATTENTIVE. FOOD IS HOT AND TASTE GREAT. ONLY ONE THING TO COMPLAIN ABOUT AND THAT IS NOT ENOUGH KRAUT ON MY REUBEN SANDWICH. STILL GOOD THOUGH. IT'S LIKE OUR OWN PERSONAL PUB. ALWAYS CLEAN AND AGAIN THE FOOD IS GOOD.",None
09/11/2016,"Amazing food, great staff we have brought about 6 people here and they all keep asking when are we going back",None
09/10/2016,Our server Jose was excellent!!!,None
09/10/2016,"We have been to MacGuire's many times.  I tried the chili yesterday, and it was delicious!  Our waitress was friendly.  The only thing we didn't like is now you have to ask for the pretzels.",None
09/08/2016,"Very attentive server, and fast service.",None
09/08/2016,Love the pork loin.  And the server,None
09/08/2016,Off menu items prepared without any hassle!!,None
09/07/2016,Our server was awesome,None
09/07/2016,We come to the pub a good bit and bring friends. Love the atmosphere and food. Never a disappointment.,None
09/07/2016,Good food & atmosphere.,None
09/07/2016,"We come to your restaurant at least once a week and I would like to acknowledge three outstanding servers that you have that we have had an experience with and that is George, Faron and Abby. They do an outstanding job.",None
09/06/2016,"We keep coming back because it's fun, the bartenders are good and attentive and make our visits a good experience.  Go Maguires!  Keep up the good work.",None
09/06/2016,Place was not busy but food delivery took a long time. Good was great.  We visit often and will return.  Had our sins rehearsal dinner at MaGuires and it was great !!!,None
09/06/2016,the  place was very charming. and clean. first time being in there and it was great. the staff was very friendly and very attentive to our needs. ( it was a girls night out ) we had a blast.,None
09/01/2016,Waitress did a great job.  We had a large group and she kept up with our needs.,None
09/01/2016,"Haven't been for a while, glad I was back!",None
08/31/2016,"As usual, the service at the bar was excellent. 
Good beer selection.
Do what is humanly possible to keep the fly's at bay.",None
08/31/2016,The wait was longer then told. There were plenty of empty spaces but they were pacing for kitchen. This is frustrating at times I would much rather be at table enjoying a drink. Really pleased with service and food though.,None
08/28/2016,"My boys really liked their meals. Mine (shepard' spies) was ok, not quite as flavorful as it normally is. I think that fruit should be offered as a side for kid's meals without it being an extra $1.50.",None
08/28/2016,I had a fantastic Birthay Party. I can not thank you enough.,None
08/28/2016,I always like the atmosphere!,None
08/28/2016,the pub always exceeds our expectations in the quality of the food as well as the level of service. the pub is a top favorite for us!,None
08/28/2016,Great food and service,None
08/28/2016,"Love the environment, and the staff is super friendly. 
It's like dinning in a home away from home.",None
08/28/2016,St James burger. . . Yum!  Thanks,None
08/27/2016,very attentive...,None
08/27/2016,We love coming in and the warm welcome we always receive.,None
08/26/2016,The crab Mac and cheese was very good! We liked the booth in the bar area. Friendly hostess and waitress. We were seated quickly.,None
08/26/2016,"Excellent atmosphere and service, and food!",None
08/26/2016,"We really like the outdoor area. Even though it's the parking lot view,its feels cozy with all the planters and umbrellas.",None
08/26/2016,My family and I have been to your eating establishment many times. This was the worst. The cook burnt my steak and my sisters steaks she had to leave with her daughter .i stayed and they cooked another one and it was worse.  The night manager was great she did all she could and also the other manger did the same. Service fine food not so much.,None
08/26/2016,Something wasn't right with the Margarita Vinaigrette dressing. Had always ordered it for my salad. Not its usual yummiest.  Had the honey BBQ wings. They were dryer than other times. Salmon was good.,None
08/23/2016,"Great service, easy wait time for food, food was great as always! 

Only thing we would like to change is the .50 charge for a dressing like ranch to go with a burger. Not many places do this and it's even more annoying that you don't know you are being charged til it's on your bill!",None
08/23/2016,"My husband and I love the fish and chips plate. I've ordered this the last 3 times I have been to Maguires. However this time, on August 22, my fish was luke warm and the roasted red potatoes were overcooked and seemed as though they were heated up from an earlier batch. My husband said that his fish tacos were bland. We joined the rewards club and received our coupon for a free appetizer. We chose the spinach dip. It was good but it was also lukewarm. I figured that it was the time of the day, around 4pm, that was the issue. I am a manager at Atlanta Bread in PTC, so I am really understanding when it comes to shift change and such. We really love going to Maguires and we love the town of Senoia. This won't stop us from returning. We just figured that it was an off time.",None
08/22/2016,Received food promptly. Very good,None
08/22/2016,"The food was much better than it has been in the past.

Cobb salad and chicken marsala were both excellent!",None
08/22/2016,We had a wonderful waiter! Excellent job he did!,None
08/21/2016,Excellent food but takes a little time to get the food.,None
08/21/2016,"The fish & chips
We were told there were no oranges in-house for the Blue Moon beer.",None
08/20/2016,"Bartender was great. Our food was not. He tried to make it right by sending the food back and remaking it, but the second order was no better. He made up for it by offering a free dessert. It won't affect our decision to come back however.",None
08/20/2016,"Great staff, very friendly and responsive.  I would like to see the menu expanded or changed every so often.
I would also like to see bar snacks such as peanuts served at the bar area.",None
08/20/2016,"I know this sounds silly and it's not a big deal but... I do not like to drink wine from stemless glasses. The whole purpose of the stem is to avoid having your warm fingers increase the temperature of the wine. I understand stemless glasses are trendy and easier to store; however, I prefer a glass with a stem. On my last visit, when I ordered my wine, I specifically requested a glass with a stem. The waitress still brought me a stemless glass. Again, it's not a big deal, but since you asked....",None
08/20/2016,Our waitress was superb.  She was friendly and efficient.  Answered questions and made suggestions.  She was never in a hurry which added onto the relaxed atmosphere.  Our only criticism was that the Scotch eggs were a little dry but still flavor full.,None
08/19/2016,"Food is good, beer selection good, prices may be on the higher side",None
08/19/2016,I was a little disappointed as far as food requests and menu.,None
08/19/2016,"Very friendly staff 
Accommodated my mother in laws wishes for a more diabetic friendly meal by providing substitutions or omitting items such as bread .",None
08/19/2016,Everything was great!,None
08/18/2016,"We have been going to Crosstown Grill since it opened. The bartenders are always welcoming and pleasant. The waitstaff comes up to your table with a smile and is always courteous.
We have always had a great experience and would highly recommend Crosstown Grill!",None
08/18/2016,"As always the service and food were great. Occasionally the food takes a bit but this visit wan't an issue.

We will be back for sure.",None
08/18/2016,"ALWAYS NICE, FRIENDLY, EFFICIENT AND ""FAB FOOD""!!!!!!!!!!!!!!",None
08/18/2016,Tyler is fantastic!!! He is so friendly and always happy to help. Food was terrific and even the kids loved their food. My daughter loved the Steak Frites more than her kids meal.,None
08/18/2016,The server saw that we were just sitting she came from another stationtohelp us.,None
08/18/2016,Our server was supper nice!  Can't Rembert his name but he went above and beyond to providing us service.,None
08/18/2016,"Great selection of beers at the bar, and we enjoy happy hour prices. Simplify the rewards card use at the bar. Bartenders have to go somewhere else to register purchases.",None
08/18/2016,Fun atmosphere. A little hard to talk - very loud due to trivia night (but still a fun place),None
08/17/2016,Pub atmosphere,None
08/17/2016,First on our list for entertaining our guests.,None
08/17/2016,Loved my Reuben. Love the calamari strips.,None
08/17/2016,Always a pleasant and comfortable environment. Food is consistently delicious and service is routinely exceptional!,None
08/17/2016,The Cobb salad was delicious-very fresh,None
08/17/2016,Please do not change a thing!! Consistently good experiences!! Thank you!!,None
08/17/2016,"Service is good.  I eat here most every Tuesday night for trivia and I'm tired of being charged so much to switch out fries.  $1.50 up charge seems like a lot for a regular customer.

Others in my group have had issues with the burgers - they are ether raw or crispy. 

service has always been good.",None
08/17/2016,Very pleasant management and staff!  Menu selection covers all the bases at reasonable prices.  Also has a nice room for private parties,None
08/17/2016,Good food and service. But a little pricier than some others.,None
08/17/2016,"Wings were good,",None
08/17/2016,"Service and food were great, as always.",None
08/17/2016,"I am crazy about the Irish Chicken Dinner..it's so good with broccoli . I always ask for the sauce to be on the side, it's great drizzled over the broccoli as well as on the chicken of course.
In the past,at times, we were able to tell when Frank is NOT in the kitchen.(Frank, you're the best) There has been a couple little bumps but they were fixed. Also, during our last visit, there was an new manage walking around, checking in with customers and keeping a watchful eye on the orders that were sent out.My husband & I really enjoy the pub & will continue to do so for a long time.Keep up the great work guys !",None
08/17/2016,"Good - It was conveniently located for a multi-family dinner.
Good - Our young server was very upbeat and considerate.
BAD - Neither my wife or I cared for the food.  I was especially disappointed with my beef roast.  It tasted bland and there were no vegetables as advertised.
We like the food at the Maguires in Senoia much better.  As we live closer to that location, we'll keep eating there.",None
08/17/2016,We were sitting about 10 minutes before anyone came by the table.,None
08/17/2016,The wings were great!,None
08/17/2016,Server was excellent.  Would like to see a few more healthy options. Maybe a grilled chicken entree.,None
08/16/2016,Sean and Blake do a great job of making us feel welcome and ensuring everything is just right every Tuesday night.,None
08/16/2016,Love the swordfish. I am disappointed when you don't have it. I am sorry you took the cigar chicken off the menu,None
08/16/2016,Consistency.  Good customer service & good food!,None
08/16/2016,Great service and good atmosphere,None
08/16/2016,Great atmosphere and professional staff. Nothing to improve!,None
08/16/2016,"I sat in the bar area of Crosstown Grille.  The bartender/server did a great job, but it took a good 30 minutes or more to get my food!  There were hardly any customers, so this was totally inexcusable!  Only after I complained to the bartender/my server did he go get the manager.  He told me he had gone back 3 times to check on my food.  (I saw him.) The manager had seen me sitting there, and I had introduced myself to him several visits ago.  I don't know what problem was going on in the kitchen.  The manager did apologize.  This was a disappointing visit.  It was around 5 p.m. on a Saturday.  I had ordered the same menu item ""to go"" for my husband.  It was brought out much quicker.  Hope this is addressed, as I love your restaurants.",None
08/16/2016,Our favorite bar tender knew what we were going to order without asking. It's nice to have a friendly neighborhood bar.,None
08/16/2016,"Greeted warmly, waiter was personable, food was cooked and seasoned well.  Drinks hit the spot and we were not rushed out.  Pleasant evening!",None
08/16/2016,Only one thing. Not so cold in the restaurant.,None
08/16/2016,I think we had a new waitress.  She had the sweetest smile and service was great!!!,None
08/16/2016,Loved our waitress Blake,None
08/16/2016,"We came in the middle of the afternoon when it was really slow, so the staff was a little slow.  Very nice though and the food was great.  I wish you had a little bigger selection.",None
08/16/2016,The service and personal recognition by the waitstaff is always welcoming. And the food preparation doesn't disappoint.,None
08/16/2016,Everything was great,None
08/16/2016,"The food was decent, but the waiter made it seem like we were bothering him.",None
08/16/2016,Server was good. Sean the manager is always friendly and helpful.,None
08/15/2016,"Our server was fantastic, she made great recommendations on the food and beer selections.  It was our first time at Crosstowne Grille, but she made us feel like regular customers.",None
08/15/2016,Our visit was fine.  Nothing spectacular but nothing horrible either,None
